,AS,# of source IP,# of Traceroutes,Type,Feature
9546,24547,8.0,98145,Squatted Eyeballs,Eyeballs
9547,7303,20.0,683358,Squatted Eyeballs,Eyeballs
9548,5617,11.0,1369209,Squatted Eyeballs,Eyeballs
9549,5410,4.0,3001234,Squatted Eyeballs,Eyeballs
9550,3462,30.0,4522465,Squatted Eyeballs,Eyeballs
9551,8193,630.0,27853,Not Squatted Eyeballs,Eyeballs
9552,24432,33.0,14781,Squatted Eyeballs,Eyeballs
9553,136255,5.0,68395,Squatted Eyeballs,Eyeballs
9554,17858,1.0,615569,Squatted Eyeballs,Eyeballs
9555,59257,18.0,73492,Squatted Eyeballs,Eyeballs
9556,6805,5.0,1537290,Squatted Eyeballs,Eyeballs
9557,4847,134.0,2104396,Squatted Eyeballs,Eyeballs
9558,26615,1.0,541636,Squatted Eyeballs,Eyeballs
9559,28548,8.0,2602506,Squatted Eyeballs,Eyeballs
9560,17622,310.0,283501,Squatted Eyeballs,Eyeballs
9561,36998,853.0,9135,Not Squatted Eyeballs,Eyeballs
9562,27725,2.0,8472,Squatted Eyeballs,Eyeballs
9563,577,32.0,13628537,Squatted Eyeballs,Eyeballs
9564,10796,44.0,16157847,Squatted Eyeballs,Eyeballs
9565,18004,27.0,58833,Squatted Eyeballs,Eyeballs
9566,22085,3529.0,81258,Not Squatted Eyeballs,Eyeballs
9567,45629,36.0,986120,Squatted Eyeballs,Eyeballs
9568,28403,2033.0,243121,Not Squatted Eyeballs,Eyeballs
9569,8708,19.0,2745533,Squatted Eyeballs,Eyeballs
9570,6167,30.0,1615773,Squatted Eyeballs,Eyeballs
9571,27699,25.0,2552072,Squatted Eyeballs,Eyeballs
9572,20001,42.0,15529647,Squatted Eyeballs,Eyeballs
9573,18881,21.0,1141489,Squatted Eyeballs,Eyeballs
9574,5713,6.0,569370,Squatted Eyeballs,Eyeballs
9575,29571,1.0,133419,Squatted Eyeballs,Eyeballs
9576,15895,1637.0,112560,Not Squatted Eyeballs,Eyeballs
9577,37075,1.0,15230,Squatted Eyeballs,Eyeballs
9578,33771,19.0,305458,Squatted Eyeballs,Eyeballs
9579,24378,4022.0,93980,Not Squatted Eyeballs,Eyeballs
9580,132061,4418.0,129666,Not Squatted Eyeballs,Eyeballs
9581,12430,18.0,1956188,Squatted Eyeballs,Eyeballs
9582,9198,2.0,431991,Squatted Eyeballs,Eyeballs
9583,9534,18.0,1661155,Squatted Eyeballs,Eyeballs
9584,17421,4.0,173082,Squatted Eyeballs,Eyeballs
9585,812,1071.0,15404231,Squatted Eyeballs,Eyeballs
9586,9988,18.0,88545,Squatted Eyeballs,Eyeballs
9587,9121,38.0,2286479,Squatted Eyeballs,Eyeballs
9588,20294,1.0,22152,Squatted Eyeballs,Eyeballs
9589,3816,7.0,1092085,Squatted Eyeballs,Eyeballs
9590,6400,55.0,641219,Squatted Eyeballs,Eyeballs
9591,1136,5.0,6286807,Squatted Eyeballs,Eyeballs
9592,29975,4670.0,544209,Not Squatted Eyeballs,Eyeballs
9593,8167,6.0,473786,Squatted Eyeballs,Eyeballs
9594,15704,2.0,1124469,Squatted Eyeballs,Eyeballs
9595,8346,8.0,110513,Squatted Eyeballs,Eyeballs
9596,37457,8.0,1062399,Squatted Eyeballs,Eyeballs
9597,36925,5070.0,192570,Not Squatted Eyeballs,Eyeballs
9598,9644,1947.0,93537,Not Squatted Eyeballs,Eyeballs
9599,6128,156.0,10932080,Squatted Eyeballs,Eyeballs
9600,33363,106.0,10783905,Squatted Eyeballs,Eyeballs
9601,33915,8.0,4753809,Squatted Eyeballs,Eyeballs
9602,9824,5.0,1577026,Squatted Eyeballs,Eyeballs
9603,12252,11.0,947078,Squatted Eyeballs,Eyeballs
9604,5432,683.0,4327323,Squatted Eyeballs,Eyeballs
9605,852,6.0,10989322,Squatted Eyeballs,Eyeballs
9606,33779,233.0,13723,Not Squatted Eyeballs,Eyeballs
9607,18001,9.0,621367,Squatted Eyeballs,Eyeballs
9608,24835,14.0,208746,Squatted Eyeballs,Eyeballs
9609,11427,37.0,15309090,Squatted Eyeballs,Eyeballs
9610,15706,425.0,42084,Not Squatted Eyeballs,Eyeballs
9611,37020,156.0,17995,Not Squatted Eyeballs,Eyeballs
9612,27747,7.0,546509,Squatted Eyeballs,Eyeballs
9613,17511,6.0,1054895,Squatted Eyeballs,Eyeballs
9614,12576,4.0,1755087,Squatted Eyeballs,Eyeballs
9615,136200,23.0,437490,Squatted Eyeballs,Eyeballs
9616,36935,2380.0,61624,Not Squatted Eyeballs,Eyeballs
9617,8374,3.0,302235,Squatted Eyeballs,Eyeballs
9618,13489,15.0,1525180,Squatted Eyeballs,Eyeballs
9619,23969,18.0,557106,Squatted Eyeballs,Eyeballs
9620,12958,56.0,16547,Not Squatted Eyeballs,Eyeballs
9621,20978,2.0,37005,Squatted Eyeballs,Eyeballs
9622,43766,7.0,273659,Squatted Eyeballs,Eyeballs
9623,4804,16.0,4291783,Squatted Eyeballs,Eyeballs
9624,12874,15.0,3948393,Squatted Eyeballs,Eyeballs
9625,11426,515.0,10746902,Squatted Eyeballs,Eyeballs
9626,4818,1.0,270052,Squatted Eyeballs,Eyeballs
9627,24158,1741.0,63531,Not Squatted Eyeballs,Eyeballs
9628,7418,4.0,946254,Squatted Eyeballs,Eyeballs
9629,8386,1.0,368153,Squatted Eyeballs,Eyeballs
9630,6327,11.0,7767829,Squatted Eyeballs,Eyeballs
9631,2527,31.0,2707161,Squatted Eyeballs,Eyeballs
9632,13285,2.0,1581426,Squatted Eyeballs,Eyeballs
9633,3303,3.0,3815103,Squatted Eyeballs,Eyeballs
9634,6697,2.0,333717,Squatted Eyeballs,Eyeballs
9635,5769,8.0,5186650,Squatted Eyeballs,Eyeballs
9636,10030,3120.0,311317,Not Squatted Eyeballs,Eyeballs
9637,9674,2377.0,53578,Not Squatted Eyeballs,Eyeballs
9638,27831,14266.0,573718,Not Squatted Eyeballs,Eyeballs
9639,10318,7.0,1062601,Squatted Eyeballs,Eyeballs
9640,327931,218.0,10271,Not Squatted Eyeballs,Eyeballs
9641,37342,1640.0,33998,Not Squatted Eyeballs,Eyeballs
9642,23700,42.0,940343,Squatted Eyeballs,Eyeballs
9643,5650,63.0,9591977,Squatted Eyeballs,Eyeballs
9644,56044,18.0,295458,Squatted Eyeballs,Eyeballs
9645,22927,13.0,287832,Squatted Eyeballs,Eyeballs
9646,24499,530.0,18053,Squatted Eyeballs,Eyeballs
9647,133481,17.0,1298488,Squatted Eyeballs,Eyeballs
9648,2518,1.0,759057,Squatted Eyeballs,Eyeballs
9649,6713,2.0,128193,Squatted Eyeballs,Eyeballs
9650,11351,13.0,6980870,Squatted Eyeballs,Eyeballs
9651,6306,1308.0,19710,Not Squatted Eyeballs,Eyeballs
9652,4538,21.0,178623,Squatted Eyeballs,Eyeballs
9653,47524,75036.0,752643,Not Squatted Eyeballs,Eyeballs
9654,37190,19.0,7516,Not Squatted Eyeballs,Eyeballs
9655,36908,594.0,30204,Not Squatted Eyeballs,Eyeballs
9656,26611,2271.0,56880,Not Squatted Eyeballs,Eyeballs
9657,7545,32.0,9195342,Squatted Eyeballs,Eyeballs
9658,22047,4.0,1224101,Squatted Eyeballs,Eyeballs
9659,16232,18672.0,268565,Not Squatted Eyeballs,Eyeballs
9660,38466,1156.0,95114,Not Squatted Eyeballs,Eyeballs
9661,11888,13636.0,1239113,Not Squatted Eyeballs,Eyeballs
9662,6799,5.0,1119862,Squatted Eyeballs,Eyeballs
9663,29497,76.0,36899,Not Squatted Eyeballs,Eyeballs
9664,6848,83.0,4747960,Squatted Eyeballs,Eyeballs
9665,56042,4.0,28518,Squatted Eyeballs,Eyeballs
9666,8881,5.0,2654641,Squatted Eyeballs,Eyeballs
9667,37287,1572.0,17937,Not Squatted Eyeballs,Eyeballs
9668,17623,294.0,204211,Squatted Eyeballs,Eyeballs
9669,30992,294.0,14781,Not Squatted Eyeballs,Eyeballs
9670,3301,6.0,5465194,Squatted Eyeballs,Eyeballs
9671,37453,104.0,20336,Not Squatted Eyeballs,Eyeballs
9672,39603,679.0,157160,Not Squatted Eyeballs,Eyeballs
9673,6739,10.0,920282,Squatted Eyeballs,Eyeballs
9674,133385,2.0,95478,Squatted Eyeballs,Eyeballs
9675,29614,5.0,124082,Squatted Eyeballs,Eyeballs
9676,48503,340.0,35291,Not Squatted Eyeballs,Eyeballs
9677,37054,1.0,60236,Squatted Eyeballs,Eyeballs
9678,134772,41.0,343906,Squatted Eyeballs,Eyeballs
9679,17488,35.0,1330662,Squatted Eyeballs,Eyeballs
9680,2860,2.0,1491659,Squatted Eyeballs,Eyeballs
9681,56041,126.0,243499,Squatted Eyeballs,Eyeballs
9682,23201,1.0,149403,Squatted Eyeballs,Eyeballs
9683,327885,361.0,8152,Not Squatted Eyeballs,Eyeballs
9684,45669,20.0,68384,Squatted Eyeballs,Eyeballs
9685,8402,1.0,361559,Squatted Eyeballs,Eyeballs
9686,264731,800.0,15290,Not Squatted Eyeballs,Eyeballs
9687,12912,857.0,336844,Not Squatted Eyeballs,Eyeballs
9688,9105,1.0,1154996,Squatted Eyeballs,Eyeballs
9689,24309,60.0,2932110,Squatted Eyeballs,Eyeballs
9690,8400,5.0,411224,Squatted Eyeballs,Eyeballs
9691,37133,1.0,6622,Squatted Eyeballs,Eyeballs
9692,27882,4.0,260571,Squatted Eyeballs,Eyeballs
9693,36912,74.0,35560,Not Squatted Eyeballs,Eyeballs
9694,38623,10.0,46290,Squatted Eyeballs,Eyeballs
9695,3243,6536.0,1353034,Not Squatted Eyeballs,Eyeballs
9696,17853,758.0,39087,Not Squatted Eyeballs,Eyeballs
9697,17501,3.0,70889,Squatted Eyeballs,Eyeballs
9698,23944,9.0,678678,Squatted Eyeballs,Eyeballs
9699,28469,1287.0,56217,Not Squatted Eyeballs,Eyeballs
9700,37119,1.0,48302,Squatted Eyeballs,Eyeballs
9701,28885,2.0,394816,Squatted Eyeballs,Eyeballs
9702,34170,1506.0,9843,Not Squatted Eyeballs,Eyeballs
9703,25159,327.0,143906,Not Squatted Eyeballs,Eyeballs
9704,27947,30.0,1414062,Squatted Eyeballs,Eyeballs
9705,131429,495.0,60838,Not Squatted Eyeballs,Eyeballs
9706,19108,12.0,3911484,Squatted Eyeballs,Eyeballs
9707,27651,1.0,373229,Squatted Eyeballs,Eyeballs
9708,28126,1.0,42370,Squatted Eyeballs,Eyeballs
9709,132525,3.0,24845,Squatted Eyeballs,Eyeballs
9710,28509,2.0,318663,Squatted Eyeballs,Eyeballs
9711,3292,2.0,4564199,Squatted Eyeballs,Eyeballs
9712,132167,6.0,64253,Squatted Eyeballs,Eyeballs
9713,38019,11.0,69988,Squatted Eyeballs,Eyeballs
9714,133982,11.0,521765,Squatted Eyeballs,Eyeballs
9715,37035,211.0,37558,Not Squatted Eyeballs,Eyeballs
9716,25513,1010.0,583340,Not Squatted Eyeballs,Eyeballs
9717,206026,141.0,13291,Not Squatted Eyeballs,Eyeballs
9718,6871,4.0,2055944,Squatted Eyeballs,Eyeballs
9719,24863,4.0,126201,Squatted Eyeballs,Eyeballs
9720,19429,6.0,1529443,Squatted Eyeballs,Eyeballs
9721,6057,4.0,372604,Squatted Eyeballs,Eyeballs
9722,37105,4.0,453265,Squatted Eyeballs,Eyeballs
9723,37447,1.0,10661,Squatted Eyeballs,Eyeballs
9724,17638,26.0,326986,Squatted Eyeballs,Eyeballs
9725,36926,1573.0,18313,Not Squatted Eyeballs,Eyeballs
9726,6568,10.0,67857,Squatted Eyeballs,Eyeballs
9727,206206,1.0,61510,Squatted Eyeballs,Eyeballs
9728,45498,8.0,13378,Squatted Eyeballs,Eyeballs
9729,45916,255.0,182687,Squatted Eyeballs,Eyeballs
9730,23724,15.0,405583,Squatted Eyeballs,Eyeballs
9731,24139,1511.0,23305,Squatted Eyeballs,Eyeballs
9732,9038,1922.0,73876,Not Squatted Eyeballs,Eyeballs
9733,21497,489.0,15861,Not Squatted Eyeballs,Eyeballs
9734,31163,144.0,16206,Not Squatted Eyeballs,Eyeballs
9735,23243,5.0,110863,Squatted Eyeballs,Eyeballs
9736,132165,7.0,30575,Squatted Eyeballs,Eyeballs
9737,10481,6.0,448523,Squatted Eyeballs,Eyeballs
9738,5378,2.0,1549856,Squatted Eyeballs,Eyeballs
9739,30985,1.0,40555,Squatted Eyeballs,Eyeballs
9740,12271,25.0,4762723,Squatted Eyeballs,Eyeballs
9741,140317,1.0,33008,Squatted Eyeballs,Eyeballs
9742,37076,1.0,45479,Squatted Eyeballs,Eyeballs
9743,7029,30.0,4904551,Squatted Eyeballs,Eyeballs
9744,37440,122.0,19742,Not Squatted Eyeballs,Eyeballs
9745,12735,83.0,331219,Squatted Eyeballs,Eyeballs
9746,37168,1764.0,184069,Not Squatted Eyeballs,Eyeballs
9747,36962,71.0,29014,Not Squatted Eyeballs,Eyeballs
9748,24961,245.0,9668,Not Squatted Eyeballs,Eyeballs
9749,12353,1.0,2030059,Squatted Eyeballs,Eyeballs
9750,28118,4.0,155923,Squatted Eyeballs,Eyeballs
9751,17962,185.0,35584,Squatted Eyeballs,Eyeballs
9752,52362,3.0,350079,Squatted Eyeballs,Eyeballs
9753,30036,13.0,3480834,Squatted Eyeballs,Eyeballs
9754,25543,171.0,24051,Not Squatted Eyeballs,Eyeballs
9755,18126,1.0,694216,Squatted Eyeballs,Eyeballs
9756,25106,326.0,28386,Not Squatted Eyeballs,Eyeballs
9757,36890,297.0,28157,Not Squatted Eyeballs,Eyeballs
9758,15802,5.0,2049718,Squatted Eyeballs,Eyeballs
9759,31213,1.0,41251,Squatted Eyeballs,Eyeballs
9760,265540,1.0,193710,Squatted Eyeballs,Eyeballs
9761,4771,85.0,1527266,Squatted Eyeballs,Eyeballs
9762,5610,5.0,1160259,Squatted Eyeballs,Eyeballs
9763,264668,51.0,110111,Squatted Eyeballs,Eyeballs
9764,719,7.0,2823764,Squatted Eyeballs,Eyeballs
9765,6855,3243.0,575345,Not Squatted Eyeballs,Eyeballs
9766,50010,2377.0,199447,Not Squatted Eyeballs,Eyeballs
9767,42961,5.0,321155,Squatted Eyeballs,Eyeballs
9768,29357,1967.0,64684,Not Squatted Eyeballs,Eyeballs
9769,21277,1.0,30835,Squatted Eyeballs,Eyeballs
9770,17506,1206.0,3511147,Squatted Eyeballs,Eyeballs
9771,21575,1455.0,140524,Not Squatted Eyeballs,Eyeballs
9772,12978,58644.0,184685,Not Squatted Eyeballs,Eyeballs
9773,37069,6514.0,77024,Not Squatted Eyeballs,Eyeballs
9774,262210,3.0,35690,Squatted Eyeballs,Eyeballs
9775,37577,190.0,13464,Not Squatted Eyeballs,Eyeballs
9776,23860,11.0,314063,Squatted Eyeballs,Eyeballs
9777,45356,7.0,76947,Squatted Eyeballs,Eyeballs
9778,6849,1461.0,73004,Not Squatted Eyeballs,Eyeballs
9779,7438,672.0,23037,Not Squatted Eyeballs,Eyeballs
9780,52341,2546.0,69644,Not Squatted Eyeballs,Eyeballs
9781,18209,9.0,774260,Squatted Eyeballs,Eyeballs
9782,4760,12.0,1359804,Squatted Eyeballs,Eyeballs
9783,28884,36.0,6407,Not Squatted Eyeballs,Eyeballs
9784,39651,1.0,2562518,Squatted Eyeballs,Eyeballs
9785,47589,3742.0,69343,Not Squatted Eyeballs,Eyeballs
9786,2519,7.0,924846,Squatted Eyeballs,Eyeballs
9787,9617,10575.0,136800,Not Squatted Eyeballs,Eyeballs
9788,24157,2029.0,29753,Not Squatted Eyeballs,Eyeballs
9789,35228,3.0,172313,Squatted Eyeballs,Eyeballs
9790,3329,53168.0,399820,Not Squatted Eyeballs,Eyeballs
9791,6730,6249.0,860681,Not Squatted Eyeballs,Eyeballs
9792,11315,127.0,10599,Not Squatted Eyeballs,Eyeballs
9793,29355,1083.0,31135,Not Squatted Eyeballs,Eyeballs
9794,28006,3.0,351575,Squatted Eyeballs,Eyeballs
9795,8447,3.0,1702919,Squatted Eyeballs,Eyeballs
9796,134810,1.0,21157,Squatted Eyeballs,Eyeballs
9797,37424,106.0,19689,Not Squatted Eyeballs,Eyeballs
9798,37492,1934.0,78403,Not Squatted Eyeballs,Eyeballs
9799,3786,12.0,1139900,Squatted Eyeballs,Eyeballs
9800,25255,7216.0,317193,Not Squatted Eyeballs,Eyeballs
9801,12302,1959.0,383474,Not Squatted Eyeballs,Eyeballs
9802,206067,2946.0,234791,Not Squatted Eyeballs,Eyeballs
9803,34058,410.0,5973,Not Squatted Eyeballs,Eyeballs
9804,20845,5.0,401166,Squatted Eyeballs,Eyeballs
9805,31205,1.0,10098,Squatted Eyeballs,Eyeballs
9806,20661,80.0,11285,Not Squatted Eyeballs,Eyeballs
9807,8551,11.0,1903660,Squatted Eyeballs,Eyeballs
9808,37611,18.0,667006,Squatted Eyeballs,Eyeballs
9809,16086,5.0,1807641,Squatted Eyeballs,Eyeballs
9810,1680,10.0,1984228,Squatted Eyeballs,Eyeballs
9811,55577,7.0,826403,Squatted Eyeballs,Eyeballs
9812,12083,12.0,3728476,Squatted Eyeballs,Eyeballs
9813,10010,3.0,783646,Squatted Eyeballs,Eyeballs
9814,16960,2.0,294228,Squatted Eyeballs,Eyeballs
9815,11830,17.0,1342921,Squatted Eyeballs,Eyeballs
9816,27901,92.0,121153,Squatted Eyeballs,Eyeballs
9817,18809,1.0,639486,Squatted Eyeballs,Eyeballs
9818,24186,16.0,364449,Squatted Eyeballs,Eyeballs
9819,22884,37.0,1051143,Squatted Eyeballs,Eyeballs
9820,8228,1.0,461739,Squatted Eyeballs,Eyeballs
9821,42298,3.0,758079,Squatted Eyeballs,Eyeballs
9822,2119,12.0,9825357,Squatted Eyeballs,Eyeballs
9823,37030,149.0,6267,Not Squatted Eyeballs,Eyeballs
9824,1759,128.0,2243152,Squatted Eyeballs,Eyeballs
9825,53006,21561.0,95974,Not Squatted Eyeballs,Eyeballs
9826,8926,2132.0,25025,Not Squatted Eyeballs,Eyeballs
9827,45090,21.0,26727,Squatted Eyeballs,Eyeballs
9828,9145,37439.0,649500,Not Squatted Eyeballs,Eyeballs
9829,36907,4.0,62145,Squatted Eyeballs,Eyeballs
9830,9329,5.0,450822,Squatted Eyeballs,Eyeballs
9831,8866,4708.0,558142,Not Squatted Eyeballs,Eyeballs
9832,31224,34.0,7663,Not Squatted Eyeballs,Eyeballs
9833,37461,2.0,8363,Squatted Eyeballs,Eyeballs
9834,37294,129.0,16020,Not Squatted Eyeballs,Eyeballs
9835,63859,31.0,320916,Squatted Eyeballs,Eyeballs
9836,8412,1.0,291821,Squatted Eyeballs,Eyeballs
9837,10474,1.0,478520,Squatted Eyeballs,Eyeballs
9838,2497,22.0,6605156,Squatted Eyeballs,Eyeballs
9839,262186,12.0,68433,Squatted Eyeballs,Eyeballs
9840,133287,6.0,69148,Squatted Eyeballs,Eyeballs
9841,4685,3.0,356630,Squatted Eyeballs,Eyeballs
9842,9269,9.0,987494,Squatted Eyeballs,Eyeballs
9843,29314,2.0,316280,Squatted Eyeballs,Eyeballs
9844,12392,8.0,599211,Squatted Eyeballs,Eyeballs
9845,855,8.0,1112065,Squatted Eyeballs,Eyeballs
9846,133612,2.0,745721,Squatted Eyeballs,Eyeballs
9847,140726,3.0,35538,Squatted Eyeballs,Eyeballs
9848,45543,2094.0,17292,Not Squatted Eyeballs,Eyeballs
9849,28840,718.0,47465,Not Squatted Eyeballs,Eyeballs
9850,11492,12.0,1796548,Squatted Eyeballs,Eyeballs
9851,25229,2191.0,104519,Not Squatted Eyeballs,Eyeballs
9852,37233,55.0,6288,Not Squatted Eyeballs,Eyeballs
9853,9050,18189.0,534835,Not Squatted Eyeballs,Eyeballs
9854,30689,12.0,216068,Squatted Eyeballs,Eyeballs
9855,6535,2.0,151198,Squatted Eyeballs,Eyeballs
9856,7992,3908.0,1594913,Not Squatted Eyeballs,Eyeballs
9857,17665,4.0,250253,Squatted Eyeballs,Eyeballs
9858,12741,5.0,746845,Squatted Eyeballs,Eyeballs
9859,9873,47.0,73177,Squatted Eyeballs,Eyeballs
9860,5391,1.0,398603,Squatted Eyeballs,Eyeballs
9861,9443,4.0,1530776,Squatted Eyeballs,Eyeballs
9862,24086,1206.0,7524,Not Squatted Eyeballs,Eyeballs
9863,30990,233.0,13238,Not Squatted Eyeballs,Eyeballs
9864,134762,22.0,438661,Squatted Eyeballs,Eyeballs
9865,23752,4.0,17703,Squatted Eyeballs,Eyeballs
9866,131267,2.0,43418,Squatted Eyeballs,Eyeballs
9867,37645,3.0,60103,Squatted Eyeballs,Eyeballs
9868,138384,2.0,73042,Squatted Eyeballs,Eyeballs
9869,13036,1.0,240540,Squatted Eyeballs,Eyeballs
9870,17451,103.0,443767,Squatted Eyeballs,Eyeballs
9871,25472,6.0,304697,Squatted Eyeballs,Eyeballs
9872,23487,2.0,67493,Squatted Eyeballs,Eyeballs
9873,17976,3.0,7044,Squatted Eyeballs,Eyeballs
9874,3216,1841.0,580209,Not Squatted Eyeballs,Eyeballs
9875,57269,2.0,140873,Squatted Eyeballs,Eyeballs
9876,17670,10.0,190525,Squatted Eyeballs,Eyeballs
9877,7679,1.0,213762,Squatted Eyeballs,Eyeballs
9878,21271,82.0,9691,Not Squatted Eyeballs,Eyeballs
9879,9506,9.0,2639597,Squatted Eyeballs,Eyeballs
9880,12400,3.0,654865,Squatted Eyeballs,Eyeballs
9881,25135,2.0,323558,Squatted Eyeballs,Eyeballs
9882,140312,953.0,6052,Not Squatted Eyeballs,Eyeballs
9883,10429,9.0,758322,Squatted Eyeballs,Eyeballs
9884,35725,1856.0,25741,Not Squatted Eyeballs,Eyeballs
9885,42610,1.0,362842,Squatted Eyeballs,Eyeballs
9886,4816,3.0,20576,Squatted Eyeballs,Eyeballs
9887,37649,1.0,23743,Squatted Eyeballs,Eyeballs
9888,45769,5.0,310933,Squatted Eyeballs,Eyeballs
9889,131284,92.0,22384,Not Squatted Eyeballs,Eyeballs
9890,58952,8.0,79735,Squatted Eyeballs,Eyeballs
9891,9500,31.0,938860,Squatted Eyeballs,Eyeballs
9892,8764,7.0,856858,Squatted Eyeballs,Eyeballs
9893,24955,294.0,56218,Not Squatted Eyeballs,Eyeballs
9894,37037,229.0,16862,Not Squatted Eyeballs,Eyeballs
9895,2514,5.0,1602033,Squatted Eyeballs,Eyeballs
9896,140061,1.0,9987,Squatted Eyeballs,Eyeballs
9897,133798,5.0,14702,Squatted Eyeballs,Eyeballs
9898,1241,12085.0,246026,Not Squatted Eyeballs,Eyeballs
9899,21826,3978.0,28182,Not Squatted Eyeballs,Eyeballs
9900,6621,2.0,448818,Squatted Eyeballs,Eyeballs
9901,42003,1414.0,108544,Not Squatted Eyeballs,Eyeballs
9902,136969,46.0,6735,Squatted Eyeballs,Eyeballs
9903,11845,4.0,580011,Squatted Eyeballs,Eyeballs
9904,9930,11.0,1699461,Squatted Eyeballs,Eyeballs
9905,12793,6143.0,322287,Not Squatted Eyeballs,Eyeballs
9906,4721,2.0,214657,Squatted Eyeballs,Eyeballs
9907,38742,1.0,18523,Squatted Eyeballs,Eyeballs
9908,35753,1020.0,317960,Not Squatted Eyeballs,Eyeballs
9909,27995,2318.0,25889,Not Squatted Eyeballs,Eyeballs
9910,37154,3.0,39942,Squatted Eyeballs,Eyeballs
9911,27738,6405.0,135543,Not Squatted Eyeballs,Eyeballs
9912,133696,625.0,57674,Not Squatted Eyeballs,Eyeballs
9913,38819,441.0,35977,Not Squatted Eyeballs,Eyeballs
9914,12338,12397.0,259594,Not Squatted Eyeballs,Eyeballs
9915,24691,388.0,31092,Not Squatted Eyeballs,Eyeballs
9916,48728,1.0,261424,Squatted Eyeballs,Eyeballs
9917,28554,4226.0,111242,Not Squatted Eyeballs,Eyeballs
9918,15502,2.0,595135,Squatted Eyeballs,Eyeballs
9919,21021,1466.0,185721,Not Squatted Eyeballs,Eyeballs
9920,327756,29.0,5400,Not Squatted Eyeballs,Eyeballs
9921,11260,2.0,654820,Squatted Eyeballs,Eyeballs
9922,37594,32.0,10275,Not Squatted Eyeballs,Eyeballs
9923,12849,2.0,942728,Squatted Eyeballs,Eyeballs
9924,5466,2.0,1134270,Squatted Eyeballs,Eyeballs
9925,2510,3.0,965562,Squatted Eyeballs,Eyeballs
9926,12975,1.0,31386,Squatted Eyeballs,Eyeballs
9927,55714,6.0,9893,Squatted Eyeballs,Eyeballs
9928,12455,4.0,26325,Squatted Eyeballs,Eyeballs
9929,18229,100.0,435335,Squatted Eyeballs,Eyeballs
9930,36994,3.0,686379,Squatted Eyeballs,Eyeballs
9931,28545,3.0,85407,Squatted Eyeballs,Eyeballs
9932,17465,421.0,228428,Squatted Eyeballs,Eyeballs
9933,37228,1.0,23691,Squatted Eyeballs,Eyeballs
9934,28210,3092.0,57120,Not Squatted Eyeballs,Eyeballs
9935,5416,4.0,397091,Squatted Eyeballs,Eyeballs
9936,14522,2.0,169964,Squatted Eyeballs,Eyeballs
9937,9231,322.0,20265,Not Squatted Eyeballs,Eyeballs
9938,11556,4.0,337255,Squatted Eyeballs,Eyeballs
9939,15962,1.0,392633,Squatted Eyeballs,Eyeballs
9940,27653,2.0,19845,Squatted Eyeballs,Eyeballs
9941,12714,1583.0,111446,Not Squatted Eyeballs,Eyeballs
9942,45650,2.0,26575,Squatted Eyeballs,Eyeballs
9943,29544,124.0,9245,Not Squatted Eyeballs,Eyeballs
9944,17747,14.0,131157,Squatted Eyeballs,Eyeballs
9945,30969,733.0,62947,Not Squatted Eyeballs,Eyeballs
9946,28812,357.0,21112,Not Squatted Eyeballs,Eyeballs
9947,3737,10.0,1142181,Squatted Eyeballs,Eyeballs
9948,6614,276.0,77470,Not Squatted Eyeballs,Eyeballs
9949,8781,7.0,1200021,Squatted Eyeballs,Eyeballs
9950,11776,6.0,1044306,Squatted Eyeballs,Eyeballs
9951,4007,789.0,26290,Not Squatted Eyeballs,Eyeballs
9952,8422,3.0,672083,Squatted Eyeballs,Eyeballs
9953,55330,15.0,43958,Squatted Eyeballs,Eyeballs
9954,16591,45.0,4952817,Squatted Eyeballs,Eyeballs
9955,31208,34.0,13010,Not Squatted Eyeballs,Eyeballs
9956,44217,402.0,9397,Not Squatted Eyeballs,Eyeballs
9957,21003,649.0,24165,Not Squatted Eyeballs,Eyeballs
9958,132618,651.0,18510,Not Squatted Eyeballs,Eyeballs
9959,55430,4.0,2636734,Squatted Eyeballs,Eyeballs
9960,4181,6.0,1853009,Squatted Eyeballs,Eyeballs
9961,17917,1.0,107924,Squatted Eyeballs,Eyeballs
9962,50266,1.0,822056,Squatted Eyeballs,Eyeballs
9963,9116,6.0,1312468,Squatted Eyeballs,Eyeballs
9964,18207,9.0,251230,Squatted Eyeballs,Eyeballs
9965,8369,377.0,28221,Not Squatted Eyeballs,Eyeballs
9966,198471,16537.0,142602,Not Squatted Eyeballs,Eyeballs
9967,8473,8.0,2028585,Squatted Eyeballs,Eyeballs
9968,132116,417.0,97763,Squatted Eyeballs,Eyeballs
9969,35805,3.0,107966,Squatted Eyeballs,Eyeballs
9970,140316,1147.0,8122,Not Squatted Eyeballs,Eyeballs
9971,9924,1.0,244839,Squatted Eyeballs,Eyeballs
9972,6079,13.0,3088568,Squatted Eyeballs,Eyeballs
9973,7497,8.0,59641,Squatted Eyeballs,Eyeballs
